Resume_Text,Job_Title,Job_Fit,input_text
"Data Analyst with over 4 years of experience working across various industries. Skilled in Power BI, Tableau, SQL, Excel, data cleaning, ETL, and also familiar with DAX, dashboard, data storytelling, insights. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Performed anomaly detection on large-scale time series IoT sensor data. Redesigned user interface for customer portal improving usability by 40%. Designed and implemented a secure network segmentation for financial services client. Developed dashboards to monitor key business KPIs and provided actionable insights. Trained transformer-based models for text classification achieving 93% accuracy. Led a project to migrate on-prem systems to AWS cloud infrastructure.",Data Scientist,Fit,"Data Analyst with over 4 years of experience working across various industries. Skilled in Power BI, Tableau, SQL, Excel, data cleaning, ETL, and also familiar with DAX, dashboard, data storytelling, insights. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Performed anomaly detection on large-scale time series IoT sensor data. Redesigned user interface for customer portal improving usability by 40%. Designed and implemented a secure network segmentation for financial services client. Developed dashboards to monitor key business KPIs and provided actionable insights. Trained transformer-based models for text classification achieving 93% accuracy. Led a project to migrate on-prem systems to AWS cloud infrastructure. [SEP] Data Scientist"
"Data Analyst with over 6 years of experience working across various industries. Skilled in Power BI, Tableau, SQL, Excel, data cleaning, ETL, and also familiar with DAX, dashboard, data storytelling, insights. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Trained transformer-based models for text classification achieving 93% accuracy. Worked on cross-functional teams to integrate machine learning models into production APIs. Developed dashboards to monitor key business KPIs and provided actionable insights. Performed anomaly detection on large-scale time series IoT sensor data. Performed anomaly detection on large-scale time series IoT sensor data. Conducted root cause analysis on system failures and improved uptime by 15%.",DevOps Engineer,Unfit,"Data Analyst with over 6 years of experience working across various industries. Skilled in Power BI, Tableau, SQL, Excel, data cleaning, ETL, and also familiar with DAX, dashboard, data storytelling, insights. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Trained transformer-based models for text classification achieving 93% accuracy. Worked on cross-functional teams to integrate machine learning models into production APIs. Developed dashboards to monitor key business KPIs and provided actionable insights. Performed anomaly detection on large-scale time series IoT sensor data. Performed anomaly detection on large-scale time series IoT sensor data. Conducted root cause analysis on system failures and improved uptime by 15%. [SEP] DevOps Engineer"
"Cybersecurity Analyst with over 2 years of experience working across various industries. Skilled in SIEM, incident response, penetration testing, firewall, VPN, SOC, and also familiar with encryption, vulnerability scanning, NIST, ISO27001. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Designed and implemented a secure network segmentation for financial services client. Redesigned user interface for customer portal improving usability by 40%. Developed dashboards to monitor key business KPIs and provided actionable insights. Conducted root cause analysis on system failures and improved uptime by 15%. Trained transformer-based models for text classification achieving 93% accuracy. Conducted root cause analysis on system failures and improved uptime by 15%.",Backend Developer,Unfit,"Cybersecurity Analyst with over 2 years of experience working across various industries. Skilled in SIEM, incident response, penetration testing, firewall, VPN, SOC, and also familiar with encryption, vulnerability scanning, NIST, ISO27001. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Designed and implemented a secure network segmentation for financial services client. Redesigned user interface for customer portal improving usability by 40%. Developed dashboards to monitor key business KPIs and provided actionable insights. Conducted root cause analysis on system failures and improved uptime by 15%. Trained transformer-based models for text classification achieving 93% accuracy. Conducted root cause analysis on system failures and improved uptime by 15%. [SEP] Backend Developer"
"Cloud Engineer with over 4 years of experience working across various industries. Skilled in AWS, Azure, GCP, Terraform, CloudFormation, CI/CD, and also familiar with containers, IAM, VPC, cloud security. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Redesigned user interface for customer portal improving usability by 40%. Led a project to migrate on-prem systems to AWS cloud infrastructure. Automated CI/CD pipelines and ensured zero downtime during production releases. Trained transformer-based models for text classification achieving 93% accuracy. Conducted root cause analysis on system failures and improved uptime by 15%. Worked on cross-functional teams to integrate machine learning models into production APIs.",Business Analyst,Unfit,"Cloud Engineer with over 4 years of experience working across various industries. Skilled in AWS, Azure, GCP, Terraform, CloudFormation, CI/CD, and also familiar with containers, IAM, VPC, cloud security. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Redesigned user interface for customer portal improving usability by 40%. Led a project to migrate on-prem systems to AWS cloud infrastructure. Automated CI/CD pipelines and ensured zero downtime during production releases. Trained transformer-based models for text classification achieving 93% accuracy. Conducted root cause analysis on system failures and improved uptime by 15%. Worked on cross-functional teams to integrate machine learning models into production APIs. [SEP] Business Analyst"
"Cloud Engineer with over 5 years of experience working across various industries. Skilled in AWS, Azure, GCP, Terraform, CloudFormation, CI/CD, and also familiar with containers, IAM, VPC, cloud security. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Designed and implemented a secure network segmentation for financial services client. Redesigned user interface for customer portal improving usability by 40%. Conducted root cause analysis on system failures and improved uptime by 15%. Developed dashboards to monitor key business KPIs and provided actionable insights. Automated CI/CD pipelines and ensured zero downtime during production releases. Performed anomaly detection on large-scale time series IoT sensor data.",ML Engineer,Fit,"Cloud Engineer with over 5 years of experience working across various industries. Skilled in AWS, Azure, GCP, Terraform, CloudFormation, CI/CD, and also familiar with containers, IAM, VPC, cloud security. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Designed and implemented a secure network segmentation for financial services client. Redesigned user interface for customer portal improving usability by 40%. Conducted root cause analysis on system failures and improved uptime by 15%. Developed dashboards to monitor key business KPIs and provided actionable insights. Automated CI/CD pipelines and ensured zero downtime during production releases. Performed anomaly detection on large-scale time series IoT sensor data. [SEP] ML Engineer"
"Data Analyst with over 3 years of experience working across various industries. Skilled in Power BI, Tableau, SQL, Excel, data cleaning, ETL, and also familiar with DAX, dashboard, data storytelling, insights. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Redesigned user interface for customer portal improving usability by 40%. Performed anomaly detection on large-scale time series IoT sensor data. Built and deployed an end-to-end predictive model for retail sales forecasting. Developed dashboards to monitor key business KPIs and provided actionable insights. Developed dashboards to monitor key business KPIs and provided actionable insights. Worked on cross-functional teams to integrate machine learning models into production APIs.",AI Researcher,Unfit,"Data Analyst with over 3 years of experience working across various industries. Skilled in Power BI, Tableau, SQL, Excel, data cleaning, ETL, and also familiar with DAX, dashboard, data storytelling, insights. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Redesigned user interface for customer portal improving usability by 40%. Performed anomaly detection on large-scale time series IoT sensor data. Built and deployed an end-to-end predictive model for retail sales forecasting. Developed dashboards to monitor key business KPIs and provided actionable insights. Developed dashboards to monitor key business KPIs and provided actionable insights. Worked on cross-functional teams to integrate machine learning models into production APIs. [SEP] AI Researcher"
"Cybersecurity Analyst with over 4 years of experience working across various industries. Skilled in SIEM, incident response, penetration testing, firewall, VPN, SOC, and also familiar with encryption, vulnerability scanning, NIST, ISO27001. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Designed and implemented a secure network segmentation for financial services client. Developed dashboards to monitor key business KPIs and provided actionable insights. Automated CI/CD pipelines and ensured zero downtime during production releases. Performed anomaly detection on large-scale time series IoT sensor data. Trained transformer-based models for text classification achieving 93% accuracy. Built and deployed an end-to-end predictive model for retail sales forecasting.",Business Analyst,Fit,"Cybersecurity Analyst with over 4 years of experience working across various industries. Skilled in SIEM, incident response, penetration testing, firewall, VPN, SOC, and also familiar with encryption, vulnerability scanning, NIST, ISO27001. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Designed and implemented a secure network segmentation for financial services client. Developed dashboards to monitor key business KPIs and provided actionable insights. Automated CI/CD pipelines and ensured zero downtime during production releases. Performed anomaly detection on large-scale time series IoT sensor data. Trained transformer-based models for text classification achieving 93% accuracy. Built and deployed an end-to-end predictive model for retail sales forecasting. [SEP] Business Analyst"
"ML Engineer with over 8 years of experience working across various industries. Skilled in TensorFlow, Keras, PyTorch, model optimization, serving, batch prediction, and also familiar with feature engineering, pipeline, airflow, MLFlow. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Trained transformer-based models for text classification achieving 93% accuracy. Designed and implemented a secure network segmentation for financial services client. Performed anomaly detection on large-scale time series IoT sensor data. Designed and implemented a secure network segmentation for financial services client. Developed dashboards to monitor key business KPIs and provided actionable insights. Conducted root cause analysis on system failures and improved uptime by 15%.",DevOps Engineer,Fit,"ML Engineer with over 8 years of experience working across various industries. Skilled in TensorFlow, Keras, PyTorch, model optimization, serving, batch prediction, and also familiar with feature engineering, pipeline, airflow, MLFlow. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Trained transformer-based models for text classification achieving 93% accuracy. Designed and implemented a secure network segmentation for financial services client. Performed anomaly detection on large-scale time series IoT sensor data. Designed and implemented a secure network segmentation for financial services client. Developed dashboards to monitor key business KPIs and provided actionable insights. Conducted root cause analysis on system failures and improved uptime by 15%. [SEP] DevOps Engineer"
"Data Scientist with over 4 years of experience working across various industries. Skilled in Python, scikit-learn, XGBoost, Pandas, EDA, model deployment, and also familiar with Docker, Kubernetes, SQL, Snowflake. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Developed dashboards to monitor key business KPIs and provided actionable insights. Led a project to migrate on-prem systems to AWS cloud infrastructure. Designed and implemented a secure network segmentation for financial services client. Automated CI/CD pipelines and ensured zero downtime during production releases. Automated CI/CD pipelines and ensured zero downtime during production releases. Redesigned user interface for customer portal improving usability by 40%.",DevOps Engineer,Unfit,"Data Scientist with over 4 years of experience working across various industries. Skilled in Python, scikit-learn, XGBoost, Pandas, EDA, model deployment, and also familiar with Docker, Kubernetes, SQL, Snowflake. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Developed dashboards to monitor key business KPIs and provided actionable insights. Led a project to migrate on-prem systems to AWS cloud infrastructure. Designed and implemented a secure network segmentation for financial services client. Automated CI/CD pipelines and ensured zero downtime during production releases. Automated CI/CD pipelines and ensured zero downtime during production releases. Redesigned user interface for customer portal improving usability by 40%. [SEP] DevOps Engineer"
"ML Engineer with over 4 years of experience working across various industries. Skilled in TensorFlow, Keras, PyTorch, model optimization, serving, batch prediction, and also familiar with feature engineering, pipeline, airflow, MLFlow. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Worked on cross-functional teams to integrate machine learning models into production APIs. Developed dashboards to monitor key business KPIs and provided actionable insights. Designed and implemented a secure network segmentation for financial services client. Developed dashboards to monitor key business KPIs and provided actionable insights. Built and deployed an end-to-end predictive model for retail sales forecasting. Performed anomaly detection on large-scale time series IoT sensor data.",Frontend Developer,Unfit,"ML Engineer with over 4 years of experience working across various industries. Skilled in TensorFlow, Keras, PyTorch, model optimization, serving, batch prediction, and also familiar with feature engineering, pipeline, airflow, MLFlow. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Worked on cross-functional teams to integrate machine learning models into production APIs. Developed dashboards to monitor key business KPIs and provided actionable insights. Designed and implemented a secure network segmentation for financial services client. Developed dashboards to monitor key business KPIs and provided actionable insights. Built and deployed an end-to-end predictive model for retail sales forecasting. Performed anomaly detection on large-scale time series IoT sensor data. [SEP] Frontend Developer"
"Cybersecurity Analyst with over 2 years of experience working across various industries. Skilled in SIEM, incident response, penetration testing, firewall, VPN, SOC, and also familiar with encryption, vulnerability scanning, NIST, ISO27001. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Redesigned user interface for customer portal improving usability by 40%. Automated CI/CD pipelines and ensured zero downtime during production releases. Trained transformer-based models for text classification achieving 93% accuracy. Led a project to migrate on-prem systems to AWS cloud infrastructure. Built and deployed an end-to-end predictive model for retail sales forecasting. Conducted root cause analysis on system failures and improved uptime by 15%.",DevOps Engineer,Unfit,"Cybersecurity Analyst with over 2 years of experience working across various industries. Skilled in SIEM, incident response, penetration testing, firewall, VPN, SOC, and also familiar with encryption, vulnerability scanning, NIST, ISO27001. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Redesigned user interface for customer portal improving usability by 40%. Automated CI/CD pipelines and ensured zero downtime during production releases. Trained transformer-based models for text classification achieving 93% accuracy. Led a project to migrate on-prem systems to AWS cloud infrastructure. Built and deployed an end-to-end predictive model for retail sales forecasting. Conducted root cause analysis on system failures and improved uptime by 15%. [SEP] DevOps Engineer"
"Frontend Developer with over 5 years of experience working across various industries. Skilled in React, HTML5, CSS3, JavaScript, TypeScript, Redux, and also familiar with Webpack, Figma, UI testing, TailwindCSS. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Developed dashboards to monitor key business KPIs and provided actionable insights. Trained transformer-based models for text classification achieving 93% accuracy. Performed anomaly detection on large-scale time series IoT sensor data. Redesigned user interface for customer portal improving usability by 40%. Built and deployed an end-to-end predictive model for retail sales forecasting. Redesigned user interface for customer portal improving usability by 40%.",Frontend Developer,Fit,"Frontend Developer with over 5 years of experience working across various industries. Skilled in React, HTML5, CSS3, JavaScript, TypeScript, Redux, and also familiar with Webpack, Figma, UI testing, TailwindCSS. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Developed dashboards to monitor key business KPIs and provided actionable insights. Trained transformer-based models for text classification achieving 93% accuracy. Performed anomaly detection on large-scale time series IoT sensor data. Redesigned user interface for customer portal improving usability by 40%. Built and deployed an end-to-end predictive model for retail sales forecasting. Redesigned user interface for customer portal improving usability by 40%. [SEP] Frontend Developer"
"Cybersecurity Analyst with over 5 years of experience working across various industries. Skilled in SIEM, incident response, penetration testing, firewall, VPN, SOC, and also familiar with encryption, vulnerability scanning, NIST, ISO27001. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Led a project to migrate on-prem systems to AWS cloud infrastructure. Designed and implemented a secure network segmentation for financial services client. Automated CI/CD pipelines and ensured zero downtime during production releases. Built and deployed an end-to-end predictive model for retail sales forecasting. Trained transformer-based models for text classification achieving 93% accuracy. Performed anomaly detection on large-scale time series IoT sensor data.",Cloud Engineer,Fit,"Cybersecurity Analyst with over 5 years of experience working across various industries. Skilled in SIEM, incident response, penetration testing, firewall, VPN, SOC, and also familiar with encryption, vulnerability scanning, NIST, ISO27001. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Led a project to migrate on-prem systems to AWS cloud infrastructure. Designed and implemented a secure network segmentation for financial services client. Automated CI/CD pipelines and ensured zero downtime during production releases. Built and deployed an end-to-end predictive model for retail sales forecasting. Trained transformer-based models for text classification achieving 93% accuracy. Performed anomaly detection on large-scale time series IoT sensor data. [SEP] Cloud Engineer"
"Cybersecurity Analyst with over 8 years of experience working across various industries. Skilled in SIEM, incident response, penetration testing, firewall, VPN, SOC, and also familiar with encryption, vulnerability scanning, NIST, ISO27001. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Designed and implemented a secure network segmentation for financial services client. Developed dashboards to monitor key business KPIs and provided actionable insights. Trained transformer-based models for text classification achieving 93% accuracy. Automated CI/CD pipelines and ensured zero downtime during production releases. Worked on cross-functional teams to integrate machine learning models into production APIs. Developed dashboards to monitor key business KPIs and provided actionable insights.",ML Engineer,Unfit,"Cybersecurity Analyst with over 8 years of experience working across various industries. Skilled in SIEM, incident response, penetration testing, firewall, VPN, SOC, and also familiar with encryption, vulnerability scanning, NIST, ISO27001. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Designed and implemented a secure network segmentation for financial services client. Developed dashboards to monitor key business KPIs and provided actionable insights. Trained transformer-based models for text classification achieving 93% accuracy. Automated CI/CD pipelines and ensured zero downtime during production releases. Worked on cross-functional teams to integrate machine learning models into production APIs. Developed dashboards to monitor key business KPIs and provided actionable insights. [SEP] ML Engineer"
"Cybersecurity Analyst with over 8 years of experience working across various industries. Skilled in SIEM, incident response, penetration testing, firewall, VPN, SOC, and also familiar with encryption, vulnerability scanning, NIST, ISO27001. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Conducted root cause analysis on system failures and improved uptime by 15%. Trained transformer-based models for text classification achieving 93% accuracy. Automated CI/CD pipelines and ensured zero downtime during production releases. Performed anomaly detection on large-scale time series IoT sensor data. Developed dashboards to monitor key business KPIs and provided actionable insights. Performed anomaly detection on large-scale time series IoT sensor data.",Data Analyst,Fit,"Cybersecurity Analyst with over 8 years of experience working across various industries. Skilled in SIEM, incident response, penetration testing, firewall, VPN, SOC, and also familiar with encryption, vulnerability scanning, NIST, ISO27001. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Conducted root cause analysis on system failures and improved uptime by 15%. Trained transformer-based models for text classification achieving 93% accuracy. Automated CI/CD pipelines and ensured zero downtime during production releases. Performed anomaly detection on large-scale time series IoT sensor data. Developed dashboards to monitor key business KPIs and provided actionable insights. Performed anomaly detection on large-scale time series IoT sensor data. [SEP] Data Analyst"
"Business Analyst with over 8 years of experience working across various industries. Skilled in BRD, FRD, UML, Agile, Scrum, stakeholder management, and also familiar with JIRA, confluence, gap analysis, process flows. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Trained transformer-based models for text classification achieving 93% accuracy. Worked on cross-functional teams to integrate machine learning models into production APIs. Automated CI/CD pipelines and ensured zero downtime during production releases. Led a project to migrate on-prem systems to AWS cloud infrastructure. Trained transformer-based models for text classification achieving 93% accuracy. Designed and implemented a secure network segmentation for financial services client.",DevOps Engineer,Unfit,"Business Analyst with over 8 years of experience working across various industries. Skilled in BRD, FRD, UML, Agile, Scrum, stakeholder management, and also familiar with JIRA, confluence, gap analysis, process flows. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Trained transformer-based models for text classification achieving 93% accuracy. Worked on cross-functional teams to integrate machine learning models into production APIs. Automated CI/CD pipelines and ensured zero downtime during production releases. Led a project to migrate on-prem systems to AWS cloud infrastructure. Trained transformer-based models for text classification achieving 93% accuracy. Designed and implemented a secure network segmentation for financial services client. [SEP] DevOps Engineer"
"Cybersecurity Analyst with over 7 years of experience working across various industries. Skilled in SIEM, incident response, penetration testing, firewall, VPN, SOC, and also familiar with encryption, vulnerability scanning, NIST, ISO27001. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Redesigned user interface for customer portal improving usability by 40%. Built and deployed an end-to-end predictive model for retail sales forecasting. Trained transformer-based models for text classification achieving 93% accuracy. Performed anomaly detection on large-scale time series IoT sensor data. Developed dashboards to monitor key business KPIs and provided actionable insights. Redesigned user interface for customer portal improving usability by 40%.",Frontend Developer,Unfit,"Cybersecurity Analyst with over 7 years of experience working across various industries. Skilled in SIEM, incident response, penetration testing, firewall, VPN, SOC, and also familiar with encryption, vulnerability scanning, NIST, ISO27001. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Redesigned user interface for customer portal improving usability by 40%. Built and deployed an end-to-end predictive model for retail sales forecasting. Trained transformer-based models for text classification achieving 93% accuracy. Performed anomaly detection on large-scale time series IoT sensor data. Developed dashboards to monitor key business KPIs and provided actionable insights. Redesigned user interface for customer portal improving usability by 40%. [SEP] Frontend Developer"
"ML Engineer with over 7 years of experience working across various industries. Skilled in TensorFlow, Keras, PyTorch, model optimization, serving, batch prediction, and also familiar with feature engineering, pipeline, airflow, MLFlow. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Conducted root cause analysis on system failures and improved uptime by 15%. Worked on cross-functional teams to integrate machine learning models into production APIs. Trained transformer-based models for text classification achieving 93% accuracy. Designed and implemented a secure network segmentation for financial services client. Led a project to migrate on-prem systems to AWS cloud infrastructure. Performed anomaly detection on large-scale time series IoT sensor data.",Cybersecurity Analyst,Unfit,"ML Engineer with over 7 years of experience working across various industries. Skilled in TensorFlow, Keras, PyTorch, model optimization, serving, batch prediction, and also familiar with feature engineering, pipeline, airflow, MLFlow. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Conducted root cause analysis on system failures and improved uptime by 15%. Worked on cross-functional teams to integrate machine learning models into production APIs. Trained transformer-based models for text classification achieving 93% accuracy. Designed and implemented a secure network segmentation for financial services client. Led a project to migrate on-prem systems to AWS cloud infrastructure. Performed anomaly detection on large-scale time series IoT sensor data. [SEP] Cybersecurity Analyst"
"Data Scientist with over 6 years of experience working across various industries. Skilled in Python, scikit-learn, XGBoost, Pandas, EDA, model deployment, and also familiar with Docker, Kubernetes, SQL, Snowflake. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Redesigned user interface for customer portal improving usability by 40%. Worked on cross-functional teams to integrate machine learning models into production APIs. Built and deployed an end-to-end predictive model for retail sales forecasting. Trained transformer-based models for text classification achieving 93% accuracy. Trained transformer-based models for text classification achieving 93% accuracy. Designed and implemented a secure network segmentation for financial services client.",DevOps Engineer,Unfit,"Data Scientist with over 6 years of experience working across various industries. Skilled in Python, scikit-learn, XGBoost, Pandas, EDA, model deployment, and also familiar with Docker, Kubernetes, SQL, Snowflake. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Redesigned user interface for customer portal improving usability by 40%. Worked on cross-functional teams to integrate machine learning models into production APIs. Built and deployed an end-to-end predictive model for retail sales forecasting. Trained transformer-based models for text classification achieving 93% accuracy. Trained transformer-based models for text classification achieving 93% accuracy. Designed and implemented a secure network segmentation for financial services client. [SEP] DevOps Engineer"
"Frontend Developer with over 6 years of experience working across various industries. Skilled in React, HTML5, CSS3, JavaScript, TypeScript, Redux, and also familiar with Webpack, Figma, UI testing, TailwindCSS. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Trained transformer-based models for text classification achieving 93% accuracy. Worked on cross-functional teams to integrate machine learning models into production APIs. Conducted root cause analysis on system failures and improved uptime by 15%. Redesigned user interface for customer portal improving usability by 40%. Led a project to migrate on-prem systems to AWS cloud infrastructure. Built and deployed an end-to-end predictive model for retail sales forecasting.",ML Engineer,Unfit,"Frontend Developer with over 6 years of experience working across various industries. Skilled in React, HTML5, CSS3, JavaScript, TypeScript, Redux, and also familiar with Webpack, Figma, UI testing, TailwindCSS. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Trained transformer-based models for text classification achieving 93% accuracy. Worked on cross-functional teams to integrate machine learning models into production APIs. Conducted root cause analysis on system failures and improved uptime by 15%. Redesigned user interface for customer portal improving usability by 40%. Led a project to migrate on-prem systems to AWS cloud infrastructure. Built and deployed an end-to-end predictive model for retail sales forecasting. [SEP] ML Engineer"
"Data Analyst with over 2 years of experience working across various industries. Skilled in Power BI, Tableau, SQL, Excel, data cleaning, ETL, and also familiar with DAX, dashboard, data storytelling, insights. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Developed dashboards to monitor key business KPIs and provided actionable insights. Designed and implemented a secure network segmentation for financial services client. Automated CI/CD pipelines and ensured zero downtime during production releases. Led a project to migrate on-prem systems to AWS cloud infrastructure. Conducted root cause analysis on system failures and improved uptime by 15%. Redesigned user interface for customer portal improving usability by 40%.",Data Scientist,Fit,"Data Analyst with over 2 years of experience working across various industries. Skilled in Power BI, Tableau, SQL, Excel, data cleaning, ETL, and also familiar with DAX, dashboard, data storytelling, insights. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Developed dashboards to monitor key business KPIs and provided actionable insights. Designed and implemented a secure network segmentation for financial services client. Automated CI/CD pipelines and ensured zero downtime during production releases. Led a project to migrate on-prem systems to AWS cloud infrastructure. Conducted root cause analysis on system failures and improved uptime by 15%. Redesigned user interface for customer portal improving usability by 40%. [SEP] Data Scientist"
"Business Analyst with over 6 years of experience working across various industries. Skilled in BRD, FRD, UML, Agile, Scrum, stakeholder management, and also familiar with JIRA, confluence, gap analysis, process flows. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Redesigned user interface for customer portal improving usability by 40%. Worked on cross-functional teams to integrate machine learning models into production APIs. Led a project to migrate on-prem systems to AWS cloud infrastructure. Designed and implemented a secure network segmentation for financial services client. Redesigned user interface for customer portal improving usability by 40%. Developed dashboards to monitor key business KPIs and provided actionable insights.",Cloud Engineer,Fit,"Business Analyst with over 6 years of experience working across various industries. Skilled in BRD, FRD, UML, Agile, Scrum, stakeholder management, and also familiar with JIRA, confluence, gap analysis, process flows. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Redesigned user interface for customer portal improving usability by 40%. Worked on cross-functional teams to integrate machine learning models into production APIs. Led a project to migrate on-prem systems to AWS cloud infrastructure. Designed and implemented a secure network segmentation for financial services client. Redesigned user interface for customer portal improving usability by 40%. Developed dashboards to monitor key business KPIs and provided actionable insights. [SEP] Cloud Engineer"
"Backend Developer with over 5 years of experience working across various industries. Skilled in Node.js, Express, Java, Spring Boot, API development, MySQL, and also familiar with MongoDB, REST, GraphQL, AWS Lambda. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Redesigned user interface for customer portal improving usability by 40%. Built and deployed an end-to-end predictive model for retail sales forecasting. Led a project to migrate on-prem systems to AWS cloud infrastructure. Performed anomaly detection on large-scale time series IoT sensor data. Redesigned user interface for customer portal improving usability by 40%. Led a project to migrate on-prem systems to AWS cloud infrastructure.",Frontend Developer,Fit,"Backend Developer with over 5 years of experience working across various industries. Skilled in Node.js, Express, Java, Spring Boot, API development, MySQL, and also familiar with MongoDB, REST, GraphQL, AWS Lambda. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Redesigned user interface for customer portal improving usability by 40%. Built and deployed an end-to-end predictive model for retail sales forecasting. Led a project to migrate on-prem systems to AWS cloud infrastructure. Performed anomaly detection on large-scale time series IoT sensor data. Redesigned user interface for customer portal improving usability by 40%. Led a project to migrate on-prem systems to AWS cloud infrastructure. [SEP] Frontend Developer"
"Data Scientist with over 3 years of experience working across various industries. Skilled in Python, scikit-learn, XGBoost, Pandas, EDA, model deployment, and also familiar with Docker, Kubernetes, SQL, Snowflake. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Designed and implemented a secure network segmentation for financial services client. Developed dashboards to monitor key business KPIs and provided actionable insights. Automated CI/CD pipelines and ensured zero downtime during production releases. Automated CI/CD pipelines and ensured zero downtime during production releases. Worked on cross-functional teams to integrate machine learning models into production APIs. Performed anomaly detection on large-scale time series IoT sensor data.",Frontend Developer,Unfit,"Data Scientist with over 3 years of experience working across various industries. Skilled in Python, scikit-learn, XGBoost, Pandas, EDA, model deployment, and also familiar with Docker, Kubernetes, SQL, Snowflake. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Designed and implemented a secure network segmentation for financial services client. Developed dashboards to monitor key business KPIs and provided actionable insights. Automated CI/CD pipelines and ensured zero downtime during production releases. Automated CI/CD pipelines and ensured zero downtime during production releases. Worked on cross-functional teams to integrate machine learning models into production APIs. Performed anomaly detection on large-scale time series IoT sensor data. [SEP] Frontend Developer"
