Resume_Text,Job_Title
"AI Researcher with over 4 years of experience working across various industries. Skilled in NLP, transformers, GPT, BERT, CV, GANs, and also familiar with meta-learning, zero-shot, attention, LLMs. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Conducted root cause analysis on system failures and improved uptime by 15%. Led a project to migrate on-prem systems to AWS cloud infrastructure. Automated CI/CD pipelines and ensured zero downtime during production releases. Automated CI/CD pipelines and ensured zero downtime during production releases. Worked on cross-functional teams to integrate machine learning models into production APIs. Designed and implemented a secure network segmentation for financial services client.",DevOps Engineer
"AI Researcher with over 4 years of experience working across various industries. Skilled in NLP, transformers, GPT, BERT, CV, GANs, and also familiar with meta-learning, zero-shot, attention, LLMs. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Designed and implemented a secure network segmentation for financial services client. Led a project to migrate on-prem systems to AWS cloud infrastructure. Worked on cross-functional teams to integrate machine learning models into production APIs. Automated CI/CD pipelines and ensured zero downtime during production releases. Led a project to migrate on-prem systems to AWS cloud infrastructure. Conducted root cause analysis on system failures and improved uptime by 15%.",Backend Developer
"DevOps Engineer with over 8 years of experience working across various industries. Skilled in Jenkins, GitLab CI, Docker, Kubernetes, monitoring, logging, and also familiar with Prometheus, Grafana, automation, Ansible. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Worked on cross-functional teams to integrate machine learning models into production APIs. Performed anomaly detection on large-scale time series IoT sensor data. Designed and implemented a secure network segmentation for financial services client. Built and deployed an end-to-end predictive model for retail sales forecasting. Redesigned user interface for customer portal improving usability by 40%. Trained transformer-based models for text classification achieving 93% accuracy.",Cybersecurity Analyst
"Data Analyst with over 2 years of experience working across various industries. Skilled in Power BI, Tableau, SQL, Excel, data cleaning, ETL, and also familiar with DAX, dashboard, data storytelling, insights. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Trained transformer-based models for text classification achieving 93% accuracy. Worked on cross-functional teams to integrate machine learning models into production APIs. Automated CI/CD pipelines and ensured zero downtime during production releases. Redesigned user interface for customer portal improving usability by 40%. Conducted root cause analysis on system failures and improved uptime by 15%. Automated CI/CD pipelines and ensured zero downtime during production releases.",Backend Developer
"Data Scientist with over 7 years of experience working across various industries. Skilled in Python, scikit-learn, XGBoost, Pandas, EDA, model deployment, and also familiar with Docker, Kubernetes, SQL, Snowflake. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Redesigned user interface for customer portal improving usability by 40%. Automated CI/CD pipelines and ensured zero downtime during production releases. Performed anomaly detection on large-scale time series IoT sensor data. Conducted root cause analysis on system failures and improved uptime by 15%. Led a project to migrate on-prem systems to AWS cloud infrastructure. Built and deployed an end-to-end predictive model for retail sales forecasting.",Cloud Engineer
"Business Analyst with over 5 years of experience working across various industries. Skilled in BRD, FRD, UML, Agile, Scrum, stakeholder management, and also familiar with JIRA, confluence, gap analysis, process flows. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Designed and implemented a secure network segmentation for financial services client. Led a project to migrate on-prem systems to AWS cloud infrastructure. Developed dashboards to monitor key business KPIs and provided actionable insights. Worked on cross-functional teams to integrate machine learning models into production APIs. Redesigned user interface for customer portal improving usability by 40%. Redesigned user interface for customer portal improving usability by 40%.",Cybersecurity Analyst
"Frontend Developer with over 5 years of experience working across various industries. Skilled in React, HTML5, CSS3, JavaScript, TypeScript, Redux, and also familiar with Webpack, Figma, UI testing, TailwindCSS. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Conducted root cause analysis on system failures and improved uptime by 15%. Designed and implemented a secure network segmentation for financial services client. Led a project to migrate on-prem systems to AWS cloud infrastructure. Designed and implemented a secure network segmentation for financial services client. Designed and implemented a secure network segmentation for financial services client. Led a project to migrate on-prem systems to AWS cloud infrastructure.",Cloud Engineer
"AI Researcher with over 6 years of experience working across various industries. Skilled in NLP, transformers, GPT, BERT, CV, GANs, and also familiar with meta-learning, zero-shot, attention, LLMs. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Worked on cross-functional teams to integrate machine learning models into production APIs. Performed anomaly detection on large-scale time series IoT sensor data. Conducted root cause analysis on system failures and improved uptime by 15%. Developed dashboards to monitor key business KPIs and provided actionable insights. Developed dashboards to monitor key business KPIs and provided actionable insights. Conducted root cause analysis on system failures and improved uptime by 15%.",Backend Developer
"Frontend Developer with over 8 years of experience working across various industries. Skilled in React, HTML5, CSS3, JavaScript, TypeScript, Redux, and also familiar with Webpack, Figma, UI testing, TailwindCSS. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Trained transformer-based models for text classification achieving 93% accuracy. Conducted root cause analysis on system failures and improved uptime by 15%. Redesigned user interface for customer portal improving usability by 40%. Built and deployed an end-to-end predictive model for retail sales forecasting. Built and deployed an end-to-end predictive model for retail sales forecasting. Automated CI/CD pipelines and ensured zero downtime during production releases.",DevOps Engineer
"Business Analyst with over 6 years of experience working across various industries. Skilled in BRD, FRD, UML, Agile, Scrum, stakeholder management, and also familiar with JIRA, confluence, gap analysis, process flows. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Trained transformer-based models for text classification achieving 93% accuracy. Led a project to migrate on-prem systems to AWS cloud infrastructure. Automated CI/CD pipelines and ensured zero downtime during production releases. Developed dashboards to monitor key business KPIs and provided actionable insights. Redesigned user interface for customer portal improving usability by 40%. Conducted root cause analysis on system failures and improved uptime by 15%.",Cloud Engineer
"AI Researcher with over 4 years of experience working across various industries. Skilled in NLP, transformers, GPT, BERT, CV, GANs, and also familiar with meta-learning, zero-shot, attention, LLMs. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Trained transformer-based models for text classification achieving 93% accuracy. Performed anomaly detection on large-scale time series IoT sensor data. Automated CI/CD pipelines and ensured zero downtime during production releases. Worked on cross-functional teams to integrate machine learning models into production APIs. Developed dashboards to monitor key business KPIs and provided actionable insights. Developed dashboards to monitor key business KPIs and provided actionable insights.",DevOps Engineer
"Cloud Engineer with over 3 years of experience working across various industries. Skilled in AWS, Azure, GCP, Terraform, CloudFormation, CI/CD, and also familiar with containers, IAM, VPC, cloud security. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Designed and implemented a secure network segmentation for financial services client. Trained transformer-based models for text classification achieving 93% accuracy. Led a project to migrate on-prem systems to AWS cloud infrastructure. Designed and implemented a secure network segmentation for financial services client. Built and deployed an end-to-end predictive model for retail sales forecasting. Worked on cross-functional teams to integrate machine learning models into production APIs.",Business Analyst
"Data Scientist with over 2 years of experience working across various industries. Skilled in Python, scikit-learn, XGBoost, Pandas, EDA, model deployment, and also familiar with Docker, Kubernetes, SQL, Snowflake. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Worked on cross-functional teams to integrate machine learning models into production APIs. Trained transformer-based models for text classification achieving 93% accuracy. Conducted root cause analysis on system failures and improved uptime by 15%. Conducted root cause analysis on system failures and improved uptime by 15%. Built and deployed an end-to-end predictive model for retail sales forecasting. Worked on cross-functional teams to integrate machine learning models into production APIs.",Cybersecurity Analyst
"Frontend Developer with over 3 years of experience working across various industries. Skilled in React, HTML5, CSS3, JavaScript, TypeScript, Redux, and also familiar with Webpack, Figma, UI testing, TailwindCSS. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Trained transformer-based models for text classification achieving 93% accuracy. Built and deployed an end-to-end predictive model for retail sales forecasting. Conducted root cause analysis on system failures and improved uptime by 15%. Worked on cross-functional teams to integrate machine learning models into production APIs. Performed anomaly detection on large-scale time series IoT sensor data. Trained transformer-based models for text classification achieving 93% accuracy.",DevOps Engineer
"Backend Developer with over 6 years of experience working across various industries. Skilled in Node.js, Express, Java, Spring Boot, API development, MySQL, and also familiar with MongoDB, REST, GraphQL, AWS Lambda. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Automated CI/CD pipelines and ensured zero downtime during production releases. Trained transformer-based models for text classification achieving 93% accuracy. Redesigned user interface for customer portal improving usability by 40%. Redesigned user interface for customer portal improving usability by 40%. Developed dashboards to monitor key business KPIs and provided actionable insights. Trained transformer-based models for text classification achieving 93% accuracy.",DevOps Engineer
"Data Analyst with over 3 years of experience working across various industries. Skilled in Power BI, Tableau, SQL, Excel, data cleaning, ETL, and also familiar with DAX, dashboard, data storytelling, insights. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Developed dashboards to monitor key business KPIs and provided actionable insights. Automated CI/CD pipelines and ensured zero downtime during production releases. Trained transformer-based models for text classification achieving 93% accuracy. Conducted root cause analysis on system failures and improved uptime by 15%. Performed anomaly detection on large-scale time series IoT sensor data. Redesigned user interface for customer portal improving usability by 40%.",Cloud Engineer
"Data Analyst with over 3 years of experience working across various industries. Skilled in Power BI, Tableau, SQL, Excel, data cleaning, ETL, and also familiar with DAX, dashboard, data storytelling, insights. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Designed and implemented a secure network segmentation for financial services client. Conducted root cause analysis on system failures and improved uptime by 15%. Developed dashboards to monitor key business KPIs and provided actionable insights. Built and deployed an end-to-end predictive model for retail sales forecasting. Led a project to migrate on-prem systems to AWS cloud infrastructure. Developed dashboards to monitor key business KPIs and provided actionable insights.",Data Scientist
"Cybersecurity Analyst with over 4 years of experience working across various industries. Skilled in SIEM, incident response, penetration testing, firewall, VPN, SOC, and also familiar with encryption, vulnerability scanning, NIST, ISO27001. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Built and deployed an end-to-end predictive model for retail sales forecasting. Trained transformer-based models for text classification achieving 93% accuracy. Automated CI/CD pipelines and ensured zero downtime during production releases. Worked on cross-functional teams to integrate machine learning models into production APIs. Designed and implemented a secure network segmentation for financial services client. Automated CI/CD pipelines and ensured zero downtime during production releases.",AI Researcher
"Data Scientist with over 5 years of experience working across various industries. Skilled in Python, scikit-learn, XGBoost, Pandas, EDA, model deployment, and also familiar with Docker, Kubernetes, SQL, Snowflake. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Trained transformer-based models for text classification achieving 93% accuracy. Built and deployed an end-to-end predictive model for retail sales forecasting. Automated CI/CD pipelines and ensured zero downtime during production releases. Led a project to migrate on-prem systems to AWS cloud infrastructure. Led a project to migrate on-prem systems to AWS cloud infrastructure. Led a project to migrate on-prem systems to AWS cloud infrastructure.",Frontend Developer
"Business Analyst with over 7 years of experience working across various industries. Skilled in BRD, FRD, UML, Agile, Scrum, stakeholder management, and also familiar with JIRA, confluence, gap analysis, process flows. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Developed dashboards to monitor key business KPIs and provided actionable insights. Designed and implemented a secure network segmentation for financial services client. Redesigned user interface for customer portal improving usability by 40%. Worked on cross-functional teams to integrate machine learning models into production APIs. Developed dashboards to monitor key business KPIs and provided actionable insights. Built and deployed an end-to-end predictive model for retail sales forecasting.",Cloud Engineer
"Data Scientist with over 6 years of experience working across various industries. Skilled in Python, scikit-learn, XGBoost, Pandas, EDA, model deployment, and also familiar with Docker, Kubernetes, SQL, Snowflake. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Trained transformer-based models for text classification achieving 93% accuracy. Automated CI/CD pipelines and ensured zero downtime during production releases. Conducted root cause analysis on system failures and improved uptime by 15%. Trained transformer-based models for text classification achieving 93% accuracy. Trained transformer-based models for text classification achieving 93% accuracy. Built and deployed an end-to-end predictive model for retail sales forecasting.",Frontend Developer
"Data Scientist with over 7 years of experience working across various industries. Skilled in Python, scikit-learn, XGBoost, Pandas, EDA, model deployment, and also familiar with Docker, Kubernetes, SQL, Snowflake. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Performed anomaly detection on large-scale time series IoT sensor data. Conducted root cause analysis on system failures and improved uptime by 15%. Developed dashboards to monitor key business KPIs and provided actionable insights. Worked on cross-functional teams to integrate machine learning models into production APIs. Automated CI/CD pipelines and ensured zero downtime during production releases. Trained transformer-based models for text classification achieving 93% accuracy.",Cloud Engineer
"Frontend Developer with over 8 years of experience working across various industries. Skilled in React, HTML5, CSS3, JavaScript, TypeScript, Redux, and also familiar with Webpack, Figma, UI testing, TailwindCSS. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Redesigned user interface for customer portal improving usability by 40%. Designed and implemented a secure network segmentation for financial services client. Automated CI/CD pipelines and ensured zero downtime during production releases. Led a project to migrate on-prem systems to AWS cloud infrastructure. Designed and implemented a secure network segmentation for financial services client. Led a project to migrate on-prem systems to AWS cloud infrastructure.",Cloud Engineer
"Cloud Engineer with over 3 years of experience working across various industries. Skilled in AWS, Azure, GCP, Terraform, CloudFormation, CI/CD, and also familiar with containers, IAM, VPC, cloud security. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Trained transformer-based models for text classification achieving 93% accuracy. Redesigned user interface for customer portal improving usability by 40%. Worked on cross-functional teams to integrate machine learning models into production APIs. Led a project to migrate on-prem systems to AWS cloud infrastructure. Worked on cross-functional teams to integrate machine learning models into production APIs. Led a project to migrate on-prem systems to AWS cloud infrastructure.",Cloud Engineer
"Backend Developer with over 8 years of experience working across various industries. Skilled in Node.js, Express, Java, Spring Boot, API development, MySQL, and also familiar with MongoDB, REST, GraphQL, AWS Lambda. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Conducted root cause analysis on system failures and improved uptime by 15%. Designed and implemented a secure network segmentation for financial services client. Trained transformer-based models for text classification achieving 93% accuracy. Redesigned user interface for customer portal improving usability by 40%. Worked on cross-functional teams to integrate machine learning models into production APIs. Conducted root cause analysis on system failures and improved uptime by 15%.",Backend Developer
"Cybersecurity Analyst with over 2 years of experience working across various industries. Skilled in SIEM, incident response, penetration testing, firewall, VPN, SOC, and also familiar with encryption, vulnerability scanning, NIST, ISO27001. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Automated CI/CD pipelines and ensured zero downtime during production releases. Redesigned user interface for customer portal improving usability by 40%. Conducted root cause analysis on system failures and improved uptime by 15%. Trained transformer-based models for text classification achieving 93% accuracy. Built and deployed an end-to-end predictive model for retail sales forecasting. Worked on cross-functional teams to integrate machine learning models into production APIs.",Frontend Developer
"AI Researcher with over 7 years of experience working across various industries. Skilled in NLP, transformers, GPT, BERT, CV, GANs, and also familiar with meta-learning, zero-shot, attention, LLMs. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Trained transformer-based models for text classification achieving 93% accuracy. Conducted root cause analysis on system failures and improved uptime by 15%. Worked on cross-functional teams to integrate machine learning models into production APIs. Designed and implemented a secure network segmentation for financial services client. Redesigned user interface for customer portal improving usability by 40%. Redesigned user interface for customer portal improving usability by 40%.",ML Engineer
"Business Analyst with over 7 years of experience working across various industries. Skilled in BRD, FRD, UML, Agile, Scrum, stakeholder management, and also familiar with JIRA, confluence, gap analysis, process flows. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Built and deployed an end-to-end predictive model for retail sales forecasting. Redesigned user interface for customer portal improving usability by 40%. Performed anomaly detection on large-scale time series IoT sensor data. Led a project to migrate on-prem systems to AWS cloud infrastructure. Performed anomaly detection on large-scale time series IoT sensor data. Led a project to migrate on-prem systems to AWS cloud infrastructure.",DevOps Engineer
"Business Analyst with over 8 years of experience working across various industries. Skilled in BRD, FRD, UML, Agile, Scrum, stakeholder management, and also familiar with JIRA, confluence, gap analysis, process flows. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Worked on cross-functional teams to integrate machine learning models into production APIs. Trained transformer-based models for text classification achieving 93% accuracy. Developed dashboards to monitor key business KPIs and provided actionable insights. Trained transformer-based models for text classification achieving 93% accuracy. Redesigned user interface for customer portal improving usability by 40%. Performed anomaly detection on large-scale time series IoT sensor data.",Backend Developer
"Data Analyst with over 3 years of experience working across various industries. Skilled in Power BI, Tableau, SQL, Excel, data cleaning, ETL, and also familiar with DAX, dashboard, data storytelling, insights. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Worked on cross-functional teams to integrate machine learning models into production APIs. Built and deployed an end-to-end predictive model for retail sales forecasting. Trained transformer-based models for text classification achieving 93% accuracy. Performed anomaly detection on large-scale time series IoT sensor data. Automated CI/CD pipelines and ensured zero downtime during production releases. Built and deployed an end-to-end predictive model for retail sales forecasting.",Backend Developer
"Frontend Developer with over 7 years of experience working across various industries. Skilled in React, HTML5, CSS3, JavaScript, TypeScript, Redux, and also familiar with Webpack, Figma, UI testing, TailwindCSS. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Automated CI/CD pipelines and ensured zero downtime during production releases. Led a project to migrate on-prem systems to AWS cloud infrastructure. Performed anomaly detection on large-scale time series IoT sensor data. Conducted root cause analysis on system failures and improved uptime by 15%. Performed anomaly detection on large-scale time series IoT sensor data. Led a project to migrate on-prem systems to AWS cloud infrastructure.",Business Analyst
"DevOps Engineer with over 7 years of experience working across various industries. Skilled in Jenkins, GitLab CI, Docker, Kubernetes, monitoring, logging, and also familiar with Prometheus, Grafana, automation, Ansible. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Led a project to migrate on-prem systems to AWS cloud infrastructure. Built and deployed an end-to-end predictive model for retail sales forecasting. Worked on cross-functional teams to integrate machine learning models into production APIs. Conducted root cause analysis on system failures and improved uptime by 15%. Automated CI/CD pipelines and ensured zero downtime during production releases. Worked on cross-functional teams to integrate machine learning models into production APIs.",ML Engineer
"Cloud Engineer with over 7 years of experience working across various industries. Skilled in AWS, Azure, GCP, Terraform, CloudFormation, CI/CD, and also familiar with containers, IAM, VPC, cloud security. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Automated CI/CD pipelines and ensured zero downtime during production releases. Designed and implemented a secure network segmentation for financial services client. Led a project to migrate on-prem systems to AWS cloud infrastructure. Automated CI/CD pipelines and ensured zero downtime during production releases. Automated CI/CD pipelines and ensured zero downtime during production releases. Automated CI/CD pipelines and ensured zero downtime during production releases.",Business Analyst
"AI Researcher with over 7 years of experience working across various industries. Skilled in NLP, transformers, GPT, BERT, CV, GANs, and also familiar with meta-learning, zero-shot, attention, LLMs. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Led a project to migrate on-prem systems to AWS cloud infrastructure. Automated CI/CD pipelines and ensured zero downtime during production releases. Performed anomaly detection on large-scale time series IoT sensor data. Developed dashboards to monitor key business KPIs and provided actionable insights. Worked on cross-functional teams to integrate machine learning models into production APIs. Developed dashboards to monitor key business KPIs and provided actionable insights.",Backend Developer
"Cybersecurity Analyst with over 6 years of experience working across various industries. Skilled in SIEM, incident response, penetration testing, firewall, VPN, SOC, and also familiar with encryption, vulnerability scanning, NIST, ISO27001. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Built and deployed an end-to-end predictive model for retail sales forecasting. Worked on cross-functional teams to integrate machine learning models into production APIs. Designed and implemented a secure network segmentation for financial services client. Worked on cross-functional teams to integrate machine learning models into production APIs. Led a project to migrate on-prem systems to AWS cloud infrastructure.",ML Engineer
"Backend Developer with over 6 years of experience working across various industries. Skilled in Node.js, Express, Java, Spring Boot, API development, MySQL, and also familiar with MongoDB, REST, GraphQL, AWS Lambda. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Automated CI/CD pipelines and ensured zero downtime during production releases. Designed and implemented a secure network segmentation for financial services client. Redesigned user interface for customer portal improving usability by 40%. Conducted root cause analysis on system failures and improved uptime by 15%. Designed and implemented a secure network segmentation for financial services client. Built and deployed an end-to-end predictive model for retail sales forecasting.",Backend Developer
"Cybersecurity Analyst with over 5 years of experience working across various industries. Skilled in SIEM, incident response, penetration testing, firewall, VPN, SOC, and also familiar with encryption, vulnerability scanning, NIST, ISO27001. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Trained transformer-based models for text classification achieving 93% accuracy. Developed dashboards to monitor key business KPIs and provided actionable insights. Redesigned user interface for customer portal improving usability by 40%. Worked on cross-functional teams to integrate machine learning models into production APIs. Conducted root cause analysis on system failures and improved uptime by 15%. Redesigned user interface for customer portal improving usability by 40%.",Data Scientist
"Business Analyst with over 8 years of experience working across various industries. Skilled in BRD, FRD, UML, Agile, Scrum, stakeholder management, and also familiar with JIRA, confluence, gap analysis, process flows. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Worked on cross-functional teams to integrate machine learning models into production APIs. Built and deployed an end-to-end predictive model for retail sales forecasting. Developed dashboards to monitor key business KPIs and provided actionable insights. Performed anomaly detection on large-scale time series IoT sensor data. Developed dashboards to monitor key business KPIs and provided actionable insights. Conducted root cause analysis on system failures and improved uptime by 15%.",Business Analyst
"Cybersecurity Analyst with over 8 years of experience working across various industries. Skilled in SIEM, incident response, penetration testing, firewall, VPN, SOC, and also familiar with encryption, vulnerability scanning, NIST, ISO27001. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Developed dashboards to monitor key business KPIs and provided actionable insights. Performed anomaly detection on large-scale time series IoT sensor data. Built and deployed an end-to-end predictive model for retail sales forecasting. Trained transformer-based models for text classification achieving 93% accuracy. Built and deployed an end-to-end predictive model for retail sales forecasting. Conducted root cause analysis on system failures and improved uptime by 15%.",Frontend Developer
"DevOps Engineer with over 4 years of experience working across various industries. Skilled in Jenkins, GitLab CI, Docker, Kubernetes, monitoring, logging, and also familiar with Prometheus, Grafana, automation, Ansible. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Redesigned user interface for customer portal improving usability by 40%. Conducted root cause analysis on system failures and improved uptime by 15%. Developed dashboards to monitor key business KPIs and provided actionable insights. Redesigned user interface for customer portal improving usability by 40%. Led a project to migrate on-prem systems to AWS cloud infrastructure. Built and deployed an end-to-end predictive model for retail sales forecasting.",Cybersecurity Analyst
"Cloud Engineer with over 3 years of experience working across various industries. Skilled in AWS, Azure, GCP, Terraform, CloudFormation, CI/CD, and also familiar with containers, IAM, VPC, cloud security. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Built and deployed an end-to-end predictive model for retail sales forecasting. Redesigned user interface for customer portal improving usability by 40%. Developed dashboards to monitor key business KPIs and provided actionable insights. Conducted root cause analysis on system failures and improved uptime by 15%. Trained transformer-based models for text classification achieving 93% accuracy. Conducted root cause analysis on system failures and improved uptime by 15%.",Data Scientist
"Business Analyst with over 8 years of experience working across various industries. Skilled in BRD, FRD, UML, Agile, Scrum, stakeholder management, and also familiar with JIRA, confluence, gap analysis, process flows. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Led a project to migrate on-prem systems to AWS cloud infrastructure. Developed dashboards to monitor key business KPIs and provided actionable insights. Trained transformer-based models for text classification achieving 93% accuracy. Redesigned user interface for customer portal improving usability by 40%. Led a project to migrate on-prem systems to AWS cloud infrastructure. Automated CI/CD pipelines and ensured zero downtime during production releases.",Cloud Engineer
"ML Engineer with over 4 years of experience working across various industries. Skilled in TensorFlow, Keras, PyTorch, model optimization, serving, batch prediction, and also familiar with feature engineering, pipeline, airflow, MLFlow. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Performed anomaly detection on large-scale time series IoT sensor data. Conducted root cause analysis on system failures and improved uptime by 15%. Trained transformer-based models for text classification achieving 93% accuracy. Worked on cross-functional teams to integrate machine learning models into production APIs. Worked on cross-functional teams to integrate machine learning models into production APIs. Built and deployed an end-to-end predictive model for retail sales forecasting.",Frontend Developer
"Frontend Developer with over 4 years of experience working across various industries. Skilled in React, HTML5, CSS3, JavaScript, TypeScript, Redux, and also familiar with Webpack, Figma, UI testing, TailwindCSS. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Built and deployed an end-to-end predictive model for retail sales forecasting. Designed and implemented a secure network segmentation for financial services client. Redesigned user interface for customer portal improving usability by 40%. Worked on cross-functional teams to integrate machine learning models into production APIs. Developed dashboards to monitor key business KPIs and provided actionable insights. Led a project to migrate on-prem systems to AWS cloud infrastructure.",Data Scientist
"Business Analyst with over 3 years of experience working across various industries. Skilled in BRD, FRD, UML, Agile, Scrum, stakeholder management, and also familiar with JIRA, confluence, gap analysis, process flows. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Worked on cross-functional teams to integrate machine learning models into production APIs. Performed anomaly detection on large-scale time series IoT sensor data. Redesigned user interface for customer portal improving usability by 40%. Redesigned user interface for customer portal improving usability by 40%. Built and deployed an end-to-end predictive model for retail sales forecasting. Performed anomaly detection on large-scale time series IoT sensor data.",DevOps Engineer
"Business Analyst with over 6 years of experience working across various industries. Skilled in BRD, FRD, UML, Agile, Scrum, stakeholder management, and also familiar with JIRA, confluence, gap analysis, process flows. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Redesigned user interface for customer portal improving usability by 40%. Automated CI/CD pipelines and ensured zero downtime during production releases. Built and deployed an end-to-end predictive model for retail sales forecasting. Redesigned user interface for customer portal improving usability by 40%. Worked on cross-functional teams to integrate machine learning models into production APIs. Conducted root cause analysis on system failures and improved uptime by 15%.",Data Analyst
"ML Engineer with over 3 years of experience working across various industries. Skilled in TensorFlow, Keras, PyTorch, model optimization, serving, batch prediction, and also familiar with feature engineering, pipeline, airflow, MLFlow. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Redesigned user interface for customer portal improving usability by 40%. Performed anomaly detection on large-scale time series IoT sensor data. Built and deployed an end-to-end predictive model for retail sales forecasting. Automated CI/CD pipelines and ensured zero downtime during production releases. Performed anomaly detection on large-scale time series IoT sensor data. Performed anomaly detection on large-scale time series IoT sensor data.",AI Researcher
"Backend Developer with over 7 years of experience working across various industries. Skilled in Node.js, Express, Java, Spring Boot, API development, MySQL, and also familiar with MongoDB, REST, GraphQL, AWS Lambda. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Developed dashboards to monitor key business KPIs and provided actionable insights. Performed anomaly detection on large-scale time series IoT sensor data. Designed and implemented a secure network segmentation for financial services client. Designed and implemented a secure network segmentation for financial services client. Trained transformer-based models for text classification achieving 93% accuracy. Performed anomaly detection on large-scale time series IoT sensor data.",ML Engineer
"Business Analyst with over 2 years of experience working across various industries. Skilled in BRD, FRD, UML, Agile, Scrum, stakeholder management, and also familiar with JIRA, confluence, gap analysis, process flows. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Conducted root cause analysis on system failures and improved uptime by 15%. Redesigned user interface for customer portal improving usability by 40%. Performed anomaly detection on large-scale time series IoT sensor data. Redesigned user interface for customer portal improving usability by 40%. Built and deployed an end-to-end predictive model for retail sales forecasting. Worked on cross-functional teams to integrate machine learning models into production APIs.",Business Analyst
"Data Scientist with over 5 years of experience working across various industries. Skilled in Python, scikit-learn, XGBoost, Pandas, EDA, model deployment, and also familiar with Docker, Kubernetes, SQL, Snowflake. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Built and deployed an end-to-end predictive model for retail sales forecasting. Designed and implemented a secure network segmentation for financial services client. Trained transformer-based models for text classification achieving 93% accuracy. Designed and implemented a secure network segmentation for financial services client. Led a project to migrate on-prem systems to AWS cloud infrastructure. Developed dashboards to monitor key business KPIs and provided actionable insights.",Frontend Developer
"Business Analyst with over 8 years of experience working across various industries. Skilled in BRD, FRD, UML, Agile, Scrum, stakeholder management, and also familiar with JIRA, confluence, gap analysis, process flows. Strong understanding of domain-specific requirements, communication with stakeholders, and delivering high-quality results. Automated CI/CD pipelines and ensured zero downtime during production releases. Performed anomaly detection on large-scale time series IoT sensor data. Designed and implemented a secure network segmentation for financial services client. Worked on cross-functional teams to integrate machine learning models into production APIs. Performed anomaly detection on large-scale time series IoT sensor data. Conducted root cause analysis on system failures and improved uptime by 15%.",ML Engineer
